model	simID	S	tree.length	PD	gamma	beta	Colless	Sackin	Yule.PDA.ratio	MRD	VRD	PSV	mean.Iprime	MPD	VPD	MGL_principal_eigenvalue	MGL_asymmetry	MGL_peakedness	MGL_eigengap	nLTT_stat
Mammal	2294	44	9.192689023	16.85080074	-2.675567346	0.847090413	76	272	46.59522921	6.181818182	2.198731501	0.843725884	0.48582743	1.333987443	NA	1392.624714	-0.578311569	2.456330586	1	0.10172176
Mammal	2295	23	7.546983514	8.713021931	-1.719417765	-0.321248022	44	124	23.29879972	5.391304348	2.612648221	0.755457312	0.545833333	1.186107667	NA	590.1802502	0.171857215	2.397256102	2	0.109844049
Mammal	23	271	17.18464183	118.0880808	-7.870554595	-0.736763509	2863	4247	345.6565941	15.67158672	34.00656007	0.897139199	0.559790532	1.363133846	NA	16549.26204	-0.820712352	3.192978094	37	0.074055578
Mammal	2317	21	8.048337983	10.72980307	-2.281280001	1.635358758	30	104	19.53522937	4.952380952	1.747619048	0.860722344	0.45462963	1.265075377	NA	555.9227953	-0.51183388	1.963015405	27	0.09656782
Mammal	2337	20	9.234396991	9.854531515	-2.349490763	-1.060960888	53	113	21.52563729	5.65	4.344736842	0.795650427	0.636724387	1.15412603	NA	612.6961217	-0.071959512	1.643565982	2	0.10616252
Mammal	2356	24	20.03648462	7.394199571	-0.977743341	-0.317800707	53	133	24.41369289	5.541666667	4.519927536	0.641618898	0.539817001	1.026616972	NA	1689.026057	1.003094085	1.706662625	12	0.149883658
Mammal	2379	3	15.54574417	2.264054437	0.520006538	9.99992847	1	5	0.693147181	1.666666667	0.333333333	0.754684812	NA	1.052810887	NA	134.4052451	0.948824259	1.383569871	1	0.171635523
Mammal	2380	90	19.88582487	23.01367452	-1.343143192	1.087701198	238	676	98.53351482	7.511111111	4.792009988	0.84393748	0.450299121	1.448577958	NA	6462.130003	-0.940381836	3.120952221	169	0.174760424
Mammal	2381	64	18.88396848	15.84236214	-0.100853514	0.461895481	170	454	69.92509818	7.09375	5.070436508	0.794642618	0.463739576	1.36435118	NA	4396.160781	-0.283289113	2.283263816	2	0.182541405
Mammal	2382	47	17.33098003	12.76512264	-0.391987183	-0.172821553	121	315	52.30946165	6.70212766	5.126734505	0.7363212	0.509607631	1.229963583	NA	2908.481466	0.29516992	2.223691236	1	0.158559574
Mammal	2383	36	13.23348636	10.96680439	0.045226795	-0.52757359	84	226	40.10980957	6.277777778	4.834920635	0.778117084	0.510249275	1.289376332	NA	1681.989905	0.109688759	2.109342247	2	0.126929835
Mammal	2384	20	12.12674207	5.277878081	1.514841448	-1.458883397	63	121	23.68364116	6.05	6.892105263	0.559983092	0.669097222	0.917758672	NA	879.9120049	1.30212386	1.950716737	8	0.169440109
Mammal	24	260	17	112.8832785	-7.798554604	-0.740257418	2605	3935	331.581801	15.13461538	30.11694387	0.898164663	0.560719702	1.366976356	NA	15743.98426	-0.841758227	3.225389279	26	0.075485187
Mammal	2444	26	14.97583376	10.18757211	-2.474979896	9.999925924	30	132	24.11978027	5.076923077	1.273846154	0.795407151	0.415277778	1.247297917	NA	1321.487219	-0.119750694	2.206206724	1	0.12234843
Mammal	2469	3	15.54574417	2.264054437	0.520006538	9.99992847	1	5	0.693147181	1.666666667	0.333333333	0.754684812	NA	1.052810887	NA	134.4052451	0.948824259	1.383569871	1	0.103504134
Mammal	2470	30	16.63078125	11.82399243	-1.343601024	0.348366772	66	178	29.00504829	5.933333333	3.029885057	0.81429705	0.39156746	1.27663015	NA	1732.889353	-0.273021556	2.397380015	1	0.070011662
Mammal	2471	25	15.54574417	10.25695556	-1.357942775	0.482827876	44	136	23.55831091	5.44	2.006666667	0.800862427	0.400833333	1.240835073	NA	1322.179094	-0.151554389	2.378606665	4	0.070968712
Mammal	25	249	17	107.2166835	-7.558852155	-0.735690653	2351	3629	317.0253536	14.57429719	26.80191735	0.889490194	0.561142685	1.353404989	NA	15092.31638	-0.856512968	3.207941347	15	0.076239088
Mammal	2521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	2522	3	37.21971036	2.411521243	-0.041375082	9.99992847	1	5	0.693147181	1.666666667	0.333333333	0.803840414	NA	1.082304249	NA	315.1936721	0.817689439	1.36761999	1	0.162296916
Mammal	2523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
