model,simID,status,reg.of.origin,w,alpha,beta,sigma_E,carry.cap,energy.gradient,max.K,num.of.bins,max.time,max.richness,replicate,disturb_frequency,temperate_disturb_intensity,tropical_disturb_intensity,specn.gradient,specn.factor,gamma,scenario,env,nic,dis,mut,tim
hs,4295,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,31,0,0,0,off,NA,0.1,,,,,,
hs,4296,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,32,0,0,0,off,NA,0.1,,,,,,
hs,4297,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,33,0,0,0,off,NA,0.1,,,,,,
hs,4298,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,34,0,0,0,off,NA,0.1,,,,,,
hs,4299,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,35,0,0,0,off,NA,0.1,,,,,,
hs,4300,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,36,0,0,0,off,NA,0.1,,,,,,
hs,4301,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,37,0,0,0,off,NA,0.1,,,,,,
hs,4302,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,38,0,0,0,off,NA,0.1,,,,,,
hs,4303,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,39,0,0,0,off,NA,0.1,,,,,,
hs,4304,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,40,0,0,0,off,NA,0.1,,,,,,
hs,4305,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,41,0,0,0,off,NA,0.1,,,,,,
hs,4306,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,42,0,0,0,off,NA,0.1,,,,,,
hs,4307,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,43,0,0,0,off,NA,0.1,,,,,,
hs,4308,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,44,0,0,0,off,NA,0.1,,,,,,
hs,4309,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,45,0,0,0,off,NA,0.1,,,,,,
hs,4310,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,46,0,0,0,off,NA,0.1,,,,,,
hs,4311,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,47,0,0,0,off,NA,0.1,,,,,,
hs,4312,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,48,0,0,0,off,NA,0.1,,,,,,
hs,4313,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,49,0,0,0,off,NA,0.1,,,,,,
hs,4314,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,50,0,0,0,off,NA,0.1,,,,,,
hs,4315,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,51,0,0,0,off,NA,0.1,,,,,,
hs,4316,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,52,0,0,0,off,NA,0.1,,,,,,
hs,4317,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,53,0,0,0,off,NA,0.1,,,,,,
hs,4318,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,54,0,0,0,off,NA,0.1,,,,,,
hs,4319,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,55,0,0,0,off,NA,0.1,,,,,,
hs,4320,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,56,0,0,0,off,NA,0.1,,,,,,
hs,4321,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,57,0,0,0,off,NA,0.1,,,,,,
hs,4322,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,58,0,0,0,off,NA,0.1,,,,,,
hs,4323,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,59,0,0,0,off,NA,0.1,,,,,,
hs,4324,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,60,0,0,0,off,NA,0.1,,,,,,
hs,4325,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,61,0,0,0,off,NA,0.1,,,,,,
hs,4326,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,62,0,0,0,off,NA,0.1,,,,,,
hs,4327,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,63,0,0,0,off,NA,0.1,,,,,,
hs,4328,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,64,0,0,0,off,NA,0.1,,,,,,
hs,4329,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,65,0,0,0,off,NA,0.1,,,,,,
hs,4330,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,66,0,0,0,off,NA,0.1,,,,,,
hs,4331,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,67,0,0,0,off,NA,0.1,,,,,,
hs,4332,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,68,0,0,0,off,NA,0.1,,,,,,
hs,4333,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,69,0,0,0,off,NA,0.1,,,,,,
hs,4334,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,70,0,0,0,off,NA,0.1,,,,,,
hs,4335,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,71,0,0,0,off,NA,0.1,,,,,,
hs,4336,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,72,0,0,0,off,NA,0.1,,,,,,
hs,4337,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,73,0,0,0,off,NA,0.1,,,,,,
hs,4338,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,74,0,0,0,off,NA,0.1,,,,,,
hs,4339,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,75,0,0,0,off,NA,0.1,,,,,,
hs,4340,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,76,0,0,0,off,NA,0.1,,,,,,
hs,4341,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,77,0,0,0,off,NA,0.1,,,,,,
hs,4342,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,78,0,0,0,off,NA,0.1,,,,,,
hs,4343,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,79,0,0,0,off,NA,0.1,,,,,,
hs,4344,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,80,0,0,0,off,NA,0.1,,,,,,
hs,4345,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,81,0,0,0,off,NA,0.1,,,,,,
hs,4346,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,82,0,0,0,off,NA,0.1,,,,,,
hs,4347,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,83,0,0,0,off,NA,0.1,,,,,,
hs,4348,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,84,0,0,0,off,NA,0.1,,,,,,
hs,4349,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,85,0,0,0,off,NA,0.1,,,,,,
hs,4350,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,86,0,0,0,off,NA,0.1,,,,,,
hs,4351,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,87,0,0,0,off,NA,0.1,,,,,,
hs,4352,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,88,0,0,0,off,NA,0.1,,,,,,
hs,4353,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,89,0,0,0,off,NA,0.1,,,,,,
hs,4354,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,90,0,0,0,off,NA,0.1,,,,,,
hs,4355,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,91,0,0,0,off,NA,0.1,,,,,,
hs,4356,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,92,0,0,0,off,NA,0.1,,,,,,
hs,4357,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,93,0,0,0,off,NA,0.1,,,,,,
hs,4358,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,94,0,0,0,off,NA,0.1,,,,,,
hs,4359,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,95,0,0,0,off,NA,0.1,,,,,,
hs,4360,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,96,0,0,0,off,NA,0.1,,,,,,
hs,4361,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,97,0,0,0,off,NA,0.1,,,,,,
hs,4362,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,98,0,0,0,off,NA,0.1,,,,,,
hs,4363,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,99,0,0,0,off,NA,0.1,,,,,,
hs,4364,to.run,temperate,3,1.00E-06,1.00E-04,1,on,on,40000,11,1.00E+05,10000,100,0,0,0,off,NA,0.1,,,,,,
hs,4365,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,1,0,0,0,on,10,0.1,,,,,,
hs,4366,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,2,0,0,0,on,10,0.1,,,,,,
hs,4367,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,3,0,0,0,on,10,0.1,,,,,,
hs,4368,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,4,0,0,0,on,10,0.1,,,,,,
hs,4369,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,5,0,0,0,on,10,0.1,,,,,,
hs,4370,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,6,0,0,0,on,10,0.1,,,,,,
hs,4371,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,7,0,0,0,on,10,0.1,,,,,,
hs,4372,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,8,0,0,0,on,10,0.1,,,,,,
hs,4373,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,9,0,0,0,on,10,0.1,,,,,,
hs,4374,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,10,0,0,0,on,10,0.1,,,,,,
hs,4375,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,11,0,0,0,on,10,0.1,,,,,,
hs,4376,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,12,0,0,0,on,10,0.1,,,,,,
hs,4377,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,13,0,0,0,on,10,0.1,,,,,,
hs,4378,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,14,0,0,0,on,10,0.1,,,,,,
hs,4379,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,15,0,0,0,on,10,0.1,,,,,,
hs,4380,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,16,0,0,0,on,10,0.1,,,,,,
hs,4381,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,17,0,0,0,on,10,0.1,,,,,,
hs,4382,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,18,0,0,0,on,10,0.1,,,,,,
hs,4383,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,19,0,0,0,on,10,0.1,,,,,,
hs,4384,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,20,0,0,0,on,10,0.1,,,,,,
hs,4385,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,21,0,0,0,on,10,0.1,,,,,,
hs,4386,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,22,0,0,0,on,10,0.1,,,,,,
hs,4387,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,23,0,0,0,on,10,0.1,,,,,,
hs,4388,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,24,0,0,0,on,10,0.1,,,,,,
hs,4389,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,25,0,0,0,on,10,0.1,,,,,,
hs,4390,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,26,0,0,0,on,10,0.1,,,,,,
hs,4391,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,27,0,0,0,on,10,0.1,,,,,,
hs,4392,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,28,0,0,0,on,10,0.1,,,,,,
hs,4393,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,29,0,0,0,on,10,0.1,,,,,,
hs,4394,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,30,0,0,0,on,10,0.1,,,,,,
hs,4395,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,31,0,0,0,on,10,0.1,,,,,,
hs,4396,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,32,0,0,0,on,10,0.1,,,,,,
hs,4397,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,33,0,0,0,on,10,0.1,,,,,,
hs,4398,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,34,0,0,0,on,10,0.1,,,,,,
hs,4399,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,35,0,0,0,on,10,0.1,,,,,,
hs,4400,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,36,0,0,0,on,10,0.1,,,,,,
hs,4401,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,37,0,0,0,on,10,0.1,,,,,,
hs,4402,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,38,0,0,0,on,10,0.1,,,,,,
hs,4403,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,39,0,0,0,on,10,0.1,,,,,,
hs,4404,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,40,0,0,0,on,10,0.1,,,,,,
hs,4405,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,41,0,0,0,on,10,0.1,,,,,,
hs,4406,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,42,0,0,0,on,10,0.1,,,,,,
hs,4407,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,43,0,0,0,on,10,0.1,,,,,,
hs,4408,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,44,0,0,0,on,10,0.1,,,,,,
hs,4409,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,45,0,0,0,on,10,0.1,,,,,,
hs,4410,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,46,0,0,0,on,10,0.1,,,,,,
hs,4411,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,47,0,0,0,on,10,0.1,,,,,,
hs,4412,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,48,0,0,0,on,10,0.1,,,,,,
hs,4413,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,49,0,0,0,on,10,0.1,,,,,,
hs,4414,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,50,0,0,0,on,10,0.1,,,,,,
hs,4415,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,51,0,0,0,on,10,0.1,,,,,,
hs,4416,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,52,0,0,0,on,10,0.1,,,,,,
hs,4417,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,53,0,0,0,on,10,0.1,,,,,,
hs,4418,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,54,0,0,0,on,10,0.1,,,,,,
hs,4419,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,55,0,0,0,on,10,0.1,,,,,,
hs,4420,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,56,0,0,0,on,10,0.1,,,,,,
hs,4421,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,57,0,0,0,on,10,0.1,,,,,,
hs,4422,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,58,0,0,0,on,10,0.1,,,,,,
hs,4423,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,59,0,0,0,on,10,0.1,,,,,,
hs,4424,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,60,0,0,0,on,10,0.1,,,,,,
hs,4425,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,61,0,0,0,on,10,0.1,,,,,,
hs,4426,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,62,0,0,0,on,10,0.1,,,,,,
hs,4427,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,63,0,0,0,on,10,0.1,,,,,,
hs,4428,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,64,0,0,0,on,10,0.1,,,,,,
hs,4429,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,65,0,0,0,on,10,0.1,,,,,,
hs,4430,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,66,0,0,0,on,10,0.1,,,,,,
hs,4431,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,67,0,0,0,on,10,0.1,,,,,,
hs,4432,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,68,0,0,0,on,10,0.1,,,,,,
hs,4433,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,69,0,0,0,on,10,0.1,,,,,,
hs,4434,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,70,0,0,0,on,10,0.1,,,,,,
hs,4435,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,71,0,0,0,on,10,0.1,,,,,,
hs,4436,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,72,0,0,0,on,10,0.1,,,,,,
hs,4437,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,73,0,0,0,on,10,0.1,,,,,,
hs,4438,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,74,0,0,0,on,10,0.1,,,,,,
hs,4439,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,75,0,0,0,on,10,0.1,,,,,,
hs,4440,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,76,0,0,0,on,10,0.1,,,,,,
hs,4441,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,77,0,0,0,on,10,0.1,,,,,,
hs,4442,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,78,0,0,0,on,10,0.1,,,,,,
hs,4443,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,79,0,0,0,on,10,0.1,,,,,,
hs,4444,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,80,0,0,0,on,10,0.1,,,,,,
hs,4445,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,81,0,0,0,on,10,0.1,,,,,,
hs,4446,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,82,0,0,0,on,10,0.1,,,,,,
hs,4447,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,83,0,0,0,on,10,0.1,,,,,,
hs,4448,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,84,0,0,0,on,10,0.1,,,,,,
hs,4449,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,85,0,0,0,on,10,0.1,,,,,,
hs,4450,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,86,0,0,0,on,10,0.1,,,,,,
hs,4451,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,87,0,0,0,on,10,0.1,,,,,,
hs,4452,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,88,0,0,0,on,10,0.1,,,,,,
hs,4453,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,89,0,0,0,on,10,0.1,,,,,,
hs,4454,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,90,0,0,0,on,10,0.1,,,,,,
hs,4455,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,91,0,0,0,on,10,0.1,,,,,,
hs,4456,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,92,0,0,0,on,10,0.1,,,,,,
hs,4457,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,93,0,0,0,on,10,0.1,,,,,,
hs,4458,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,94,0,0,0,on,10,0.1,,,,,,
hs,4459,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,95,0,0,0,on,10,0.1,,,,,,
hs,4460,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,96,0,0,0,on,10,0.1,,,,,,
hs,4461,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,97,0,0,0,on,10,0.1,,,,,,
hs,4462,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,98,0,0,0,on,10,0.1,,,,,,
hs,4463,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,99,0,0,0,on,10,0.1,,,,,,
hs,4464,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,100,0,0,0,on,10,0.1,,,,,,
hs,4465,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,1,0,0,0,on,10,0.1,,,,,,
hs,4466,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,2,0,0,0,on,10,0.1,,,,,,
hs,4467,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,3,0,0,0,on,10,0.1,,,,,,
hs,4468,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,4,0,0,0,on,10,0.1,,,,,,
hs,4469,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,5,0,0,0,on,10,0.1,,,,,,
hs,4470,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,6,0,0,0,on,10,0.1,,,,,,
hs,4471,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,7,0,0,0,on,10,0.1,,,,,,
hs,4472,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,8,0,0,0,on,10,0.1,,,,,,
hs,4473,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,9,0,0,0,on,10,0.1,,,,,,
hs,4474,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,10,0,0,0,on,10,0.1,,,,,,
hs,4475,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,11,0,0,0,on,10,0.1,,,,,,
hs,4476,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,12,0,0,0,on,10,0.1,,,,,,
hs,4477,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,13,0,0,0,on,10,0.1,,,,,,
hs,4478,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,14,0,0,0,on,10,0.1,,,,,,
hs,4479,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,15,0,0,0,on,10,0.1,,,,,,
hs,4480,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,16,0,0,0,on,10,0.1,,,,,,
hs,4481,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,17,0,0,0,on,10,0.1,,,,,,
hs,4482,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,18,0,0,0,on,10,0.1,,,,,,
hs,4483,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,19,0,0,0,on,10,0.1,,,,,,
hs,4484,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,20,0,0,0,on,10,0.1,,,,,,
hs,4485,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,21,0,0,0,on,10,0.1,,,,,,
hs,4486,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,22,0,0,0,on,10,0.1,,,,,,
hs,4487,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,23,0,0,0,on,10,0.1,,,,,,
hs,4488,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,24,0,0,0,on,10,0.1,,,,,,
hs,4489,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,25,0,0,0,on,10,0.1,,,,,,
hs,4490,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,26,0,0,0,on,10,0.1,,,,,,
hs,4491,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,27,0,0,0,on,10,0.1,,,,,,
